Genus	0
Achromobacter	0.08346168660498769
Acidibrevibacterium	0.06924966404860693
Acidovorax	0.18407737495796364
Acinetobacter	1.7888138709340151
Actinoalloteichus	0.07839243015175634
Actinomyces	0.0
Actinomycetospora	0.06816339480862878
Actinoplanes	0.0
Actinosynnema	0.01357836549972685
Adhaeribacter	0.0602879428187872
Aeromonas	0.006065003256544659
Afipia	0.0
Agrobacterium	0.0
Akkermansia	0.0
Alicycliphilus	0.061057383530438394
Alistipes	0.0
Alloprevotella	0.0
Altererythrobacter	0.0
Alysiella	0.0
Amedibacterium	0.0
Aminobacter	0.008916460011487297
Aquabacterium	0.023445311096195024
Aquaspirillum	0.022449564292881724
Aquisphaera	0.034172219840979234
Arthrobacter	0.0
Aureimonas	0.00687970518652827
Austwickia	0.0
Avibacterium	0.0
Bacillus	0.07087906790857415
Bacteroides	0.0
Bdellovibrio	0.018466577079628513
Bifidobacterium	0.0
Blastococcus	0.07879978111674814
Bordetella	0.0
Brachybacterium	0.0
Bradyrhizobium	0.030279755064390873
Brasilonema	0.005205040108228625
Brenneria	0.0
Brevibacterium	0.0
Brevundimonas	0.05481133540056405
Burkholderia	0.18661200318457932
Byssovorax	0.05874906139548483
Caldilinea	0.0
Calothrix	0.005793435946550122
Caulobacter	0.0
Cellulomonas	0.04308867985246653
Cellvibrio	0.01520776935969407
Chitinibacter	0.02860508998609123
Chitinophaga	0.03838151314589456
Chondromyces	0.0
Chroococcidiopsis	0.165384491786673
Chryseobacterium	0.041278231119169624
Chthoniobacter	0.013125753316402622
Citrobacter	0.15836900294514747
Cloacibacterium	0.020729637996249658
Comamonas	0.08196806640001775
Corynebacterium	15.498889516008212
Coxiella	0.009776423159803331
Craurococcus	0.007468101024849768
Croceicoccus	0.09690426844971728
Cupriavidus	0.0930118036731289
Curtobacterium	0.004978734016566511
Cutibacterium	8.39192775223285
Deinococcus	0.2238167246538309
Delftia	0.16552027544167028
Dermabacter	0.0
Dermacoccus	0.12148111000422288
Desulfovibrio	0.0
Dialister	0.012763663569743237
Diaphorobacter	0.0
Dinoroseobacter	0.010093251688130292
Dolosigranulum	4.543547402300266
Duganella	0.013487843063062003
Duncaniella	0.0
Dysosmobacter	0.0
Eikenella	0.050828348187310836
Enterobacter	0.03901517020254848
Enterocloster	0.0
Enterococcus	0.006562876658201311
Epilithonimonas	0.031954420142690516
Erwinia	0.0
Erysipelothrix	0.0
Erythrobacter	0.0
Escherichia	0.18389633008463394
Ewingella	0.0
Exiguobacterium	0.0
Faecalibacterium	0.0
Faecalitalea	0.0
Fannyhessea	0.0
Finegoldia	0.0
Flavisolibacter	0.015660381543018298
Flavobacterium	0.0
Flavonifractor	0.0
Frankia	0.0
Fretibacterium	0.0
Friedmanniella	0.012492096259748701
Frigoriglobus	0.21865694576393468
Fusobacterium	0.026251506632805243
Gardnerella	0.0
Gemella	0.007106011278190384
Gemmata	0.045849614170744325
Gemmatirosa	0.025844155667813434
Geodermatophilus	0.005205040108228625
Glaesserella	0.0
Gloeocapsa	0.2552732713948647
Gloeocapsopsis	0.0
Glutamicibacter	0.0
Gordonia	0.0
Granulicatella	0.0
Haemophilus	1.420478076144758
Hassallia	0.01855709951629336
Herbaspirillum	0.1141940538527028
Histophilus	0.0
Hydrogenophaga	0.07938817695506964
Hymenobacter	0.1903686843061704
Inhella	0.16303090843338702
Intrasporangium	0.006065003256544659
Janibacter	0.03408169740431439
Janthinobacterium	0.057164918753850026
Jeotgalibaca	0.0
Ketogulonicigenium	0.00959537828647364
Kineococcus	0.0
Kingella	0.0
Kinneretia	1.5495178096104956
Klebsiella	0.04544226320575252
Kocuria	0.09672322357638759
Labilithrix	0.10672595282785304
Lactobacillus	0.011813177984762358
Lawsonella	0.5669872820502608
Leclercia	0.0
Leifsonia	0.0
Leptolyngbya	0.006155525693209504
Leptothrix	0.07608410801680278
Leucobacter	0.0
Leuconostoc	0.012763663569743237
Limnobacter	0.056033388295539464
Limnoglobus	0.0
Lysobacter	0.00769440711651188
Macrococcus	0.1494978041519926
Mannheimia	0.0
Marivivens	0.006789182749863425
Marmoricola	0.031773375269360825
Massilia	0.0838690375699795
Mediterraneibacter	0.021408556271235998
Megamonas	0.023807400842854407
Methylibium	0.19534741832273692
Methylobacterium	0.39757454183200214
Methylorubrum	0.04684536097405762
Microbacterium	0.04643801000906582
Microchaete	0.0
Micrococcus	0.4321993738563056
Microcoleus	0.10831009546948783
Microlunatus	0.1088079688711445
Micromonospora	0.0
Minicystis	0.03634475832093553
Mitsuaria	1.0013139331681904
Mobilicoccus	0.0
Modestobacter	0.07603884679847035
Mogibacterium	0.0
Moraxella	6.355716061893811
Morganella	0.0
Mucilaginibacter	0.05259353570227533
Mycoplasma	0.049108421890678766
Negativicoccus	0.005023995234898934
Neisseria	0.3341183137299453
Neorhizobium	0.020684376777917235
Nocardioides	0.08300907442166346
Nostoc	0.07468101024849766
Novosphingobium	6.636697705301492
Ochrobactrum	0.04811267508736547
Oculatella	0.0
Odoribacter	0.0
Oligella	0.05924693479714148
Ornithinimicrobium	0.0
Oscillatoria	0.300896579473947
Ottowia	0.0
Paenibacillus	0.0
Paludibacter	0.0
Paludisphaera	0.007377578588184921
Pantoea	0.2250387775488063
Parabacteroides	0.0
Paraburkholderia	0.04508017345909313
Paracoccus	0.2089257838224638
Paraurantiacibacter	0.011405827019770554
